Time;Channel A;Channel B
(ms);(V);(V)

-3,60020972;0,00000000;-1,68005657
-3,60000972;0,00000000;-1,68005657
-3,59980972;0,00000000;-1,68005657
-3,59960972;0,00000000;-1,68005657
-3,59940972;0,00000000;-1,68005657
-3,59920972;0,00000000;-1,68005657
-3,59900972;0,04306102;-1,68005657
-3,59880972;0,00000000;-1,68005657
-3,59860972;0,00000000;-1,68005657
-3,59840972;0,04306102;-1,68005657
-3,59820972;0,04306102;-1,68005657
-3,59800972;0,00000000;-1,68005657
-3,59780972;0,00000000;-1,68005657
-3,59760972;-0,04306102;-1,69721949
-3,59740972;0,00000000;-1,68005657
-3,59720972;0,00000000;-1,68005657
-3,59700972;0,00000000;-1,68005657
-3,59680972;0,00000000;-1,68005657
-3,59660972;0,00000000;-1,68005657
-3,59640972;0,00000000;-1,68005657
-3,59620972;0,00000000;-1,68005657
-3,59600972;0,00000000;-1,68005657
-3,59580972;0,00000000;-1,68005657
-3,59560972;0,04306102;-1,68005657
-3,59540972;0,00000000;-1,68005657
-3,59520972;0,00000000;-1,68005657
-3,59500972;0,00000000;-1,68005657
-3,59480972;0,00000000;-1,68005657
-3,59460972;0,00000000;-1,68005657
-3,59440972;0,00000000;-1,68005657
-3,59420972;0,00000000;-1,68005657
-3,59400972;0,00000000;-1,68005657
-3,59380972;0,00000000;-1,68005657
-3,59360972;0,04306102;-1,68005657
-3,59340972;0,00000000;-1,68005657
-3,59320972;0,00000000;-1,68005657
-3,59300972;0,00000000;-1,68005657
-3,59280972;0,04306102;-1,68005657
-3,59260972;0,04306102;-1,68005657
-3,59240972;0,00000000;-1,68005657
-3,59220972;0,04306102;-1,68005657
-3,59200972;0,00000000;-1,68005657
-3,59180972;0,04306102;-1,69721949
-3,59160972;0,00000000;-1,68005657
-3,59140972;0,00000000;-1,68005657
-3,59120972;0,00000000;-1,68005657
-3,59100972;-0,04306102;-1,68005657
-3,59080972;0,00000000;-1,68005657
-3,59060972;-0,04306102;-1,68005657
-3,59040972;0,00000000;-1,68005657
-3,59020972;0,00000000;-1,68005657
-3,59000972;0,00000000;-1,68005657
-3,58980972;0,04306102;-1,68005657
-3,58960972;0,00000000;-1,68005657
-3,58940972;0,00000000;-1,68005657
-3,58920972;-0,04306102;-1,68005657
-3,58900972;0,04306102;-1,68005657
-3,58880972;0,00000000;-1,68005657
-3,58860972;-0,04306102;-1,68005657
-3,58840972;0,00000000;-1,68005657
-3,58820972;0,04306102;-1,68005657
-3,58800972;-0,04306102;-1,68005657
-3,58780972;0,00000000;-1,68005657
-3,58760972;-0,04306102;-1,68005657
-3,58740972;0,00000000;-1,68005657
-3,58720972;0,00000000;-1,68005657
-3,58700972;-0,04306102;-1,68005657
-3,58680972;0,00000000;-1,68005657
-3,58660972;0,00000000;-1,68005657
-3,58640972;0,00000000;-1,68005657
-3,58620972;0,00000000;-1,68005657
-3,58600972;0,04306102;-1,68005657
-3,58580972;0,00000000;-1,68005657
-3,58560972;0,00000000;-1,68005657
-3,58540972;0,00000000;-1,68005657
-3,58520972;0,00000000;-1,68005657
-3,58500972;-0,04306102;-1,68005657
-3,58480972;0,00000000;-1,68005657
-3,58460972;0,04306102;-1,68005657
-3,58440972;0,00000000;-1,68005657
-3,58420972;-0,04306102;-1,68005657
-3,58400972;0,00000000;-1,68005657
-3,58380972;0,00000000;-1,68005657
-3,58360972;0,00000000;-1,68005657
-3,58340972;0,00000000;-1,68005657
-3,58320972;0,00000000;-1,68005657
-3,58300972;0,00000000;-1,68005657
-3,58280972;0,00000000;-1,68005657
-3,58260972;0,04306102;-1,68005657
-3,58240972;0,04306102;-1,68005657
-3,58220972;0,00000000;-1,68005657
-3,58200972;0,00000000;-1,68005657
-3,58180972;0,00000000;-1,68005657
-3,58160972;0,04306102;-1,68005657
-3,58140972;0,04306102;-1,68005657
-3,58120972;0,00000000;-1,68005657
-3,58100972;0,00000000;-1,68005657
-3,58080972;0,00000000;-1,68005657
-3,58060972;0,00000000;-1,68005657
-3,58040972;0,00000000;-1,68005657
-3,58020972;-0,04306102;-1,68005657
-3,58000972;0,00000000;-1,68005657
-3,57980972;0,00000000;-1,68005657
-3,57960972;0,00000000;-1,68005657
-3,57940972;0,04306102;-1,68005657
-3,57920972;0,04306102;-1,68005657
-3,57900972;0,00000000;-1,68005657
-3,57880972;0,00000000;-1,68005657
-3,57860972;0,00000000;-1,68005657
-3,57840972;0,04306102;-1,68005657
-3,57820972;0,00000000;-1,68005657
-3,57800972;0,00000000;-1,68005657
-3,57780972;0,00000000;-1,68005657
