Time;Channel A;Channel B
(ms);(V);(V)

-3,60039971;0,00000000;-1,68005657
-3,60019971;0,04306102;-1,68005657
-3,59999971;0,00000000;-1,66289377
-3,59979971;0,00000000;-1,66289377
-3,59959971;0,00000000;-1,68005657
-3,59939971;0,00000000;-1,68005657
-3,59919971;0,00000000;-1,68005657
-3,59899971;0,00000000;-1,68005657
-3,59879971;0,04306102;-1,68005657
-3,59859971;0,00000000;-1,66289377
-3,59839971;0,00000000;-1,68005657
-3,59819971;-0,04306102;-1,68005657
-3,59799971;0,00000000;-1,66289377
-3,59779971;0,04306102;-1,66289377
-3,59759971;0,00000000;-1,66289377
-3,59739971;0,00000000;-1,68005657
-3,59719971;0,00000000;-1,68005657
-3,59699971;0,00000000;-1,68005657
-3,59679971;0,04306102;-1,68005657
-3,59659971;0,00000000;-1,68005657
-3,59639971;0,00000000;-1,68005657
-3,59619971;0,00000000;-1,68005657
-3,59599971;0,00000000;-1,68005657
-3,59579971;-0,04306102;-1,68005657
-3,59559971;0,00000000;-1,68005657
-3,59539971;0,00000000;-1,68005657
-3,59519971;0,04306102;-1,68005657
-3,59499971;0,00000000;-1,68005657
-3,59479971;0,00000000;-1,68005657
-3,59459971;0,04306102;-1,66289377
-3,59439971;-0,04306102;-1,68005657
-3,59419971;0,00000000;-1,66289377
-3,59399971;0,00000000;-1,68005657
-3,59379971;0,00000000;-1,68005657
-3,59359971;0,00000000;-1,68005657
-3,59339971;0,00000000;-1,68005657
-3,59319971;0,00000000;-1,68005657
-3,59299971;0,00000000;-1,68005657
-3,59279971;-0,04306102;-1,68005657
-3,59259971;0,04306102;-1,68005657
-3,59239971;0,00000000;-1,68005657
-3,59219971;0,00000000;-1,68005657
-3,59199971;0,00000000;-1,66289377
-3,59179971;0,04306102;-1,66289377
-3,59159971;0,00000000;-1,68005657
-3,59139971;0,00000000;-1,68005657
-3,59119971;0,04306102;-1,68005657
-3,59099971;0,00000000;-1,68005657
-3,59079971;0,00000000;-1,66289377
-3,59059971;0,00000000;-1,66289377
-3,59039971;0,00000000;-1,68005657
-3,59019971;0,04306102;-1,66289377
-3,58999971;0,00000000;-1,68005657
-3,58979971;0,04306102;-1,68005657
-3,58959971;0,00000000;-1,68005657
-3,58939971;0,00000000;-1,68005657
-3,58919971;0,00000000;-1,68005657
-3,58899971;0,00000000;-1,68005657
-3,58879971;0,00000000;-1,66289377
-3,58859971;0,00000000;-1,68005657
-3,58839971;0,00000000;-1,68005657
-3,58819971;0,00000000;-1,68005657
-3,58799971;0,04306102;-1,68005657
-3,58779971;0,00000000;-1,68005657
-3,58759971;0,00000000;-1,66289377
-3,58739971;0,00000000;-1,66289377
-3,58719971;0,00000000;-1,68005657
-3,58699971;0,00000000;-1,68005657
-3,58679971;0,04306102;-1,68005657
-3,58659971;0,04306102;-1,68005657
-3,58639971;0,00000000;-1,68005657
-3,58619971;0,00000000;-1,68005657
-3,58599971;0,00000000;-1,68005657
-3,58579971;0,00000000;-1,68005657
-3,58559971;0,00000000;-1,66289377
-3,58539971;0,04306102;-1,66289377
-3,58519971;0,00000000;-1,66289377
-3,58499971;0,04306102;-1,68005657
-3,58479971;0,00000000;-1,68005657
-3,58459971;0,00000000;-1,68005657
-3,58439971;0,00000000;-1,66289377
-3,58419971;0,00000000;-1,68005657
-3,58399971;0,00000000;-1,68005657
-3,58379971;0,04306102;-1,68005657
-3,58359971;0,00000000;-1,68005657
-3,58339971;0,00000000;-1,66289377
-3,58319971;0,00000000;-1,68005657
-3,58299971;0,00000000;-1,68005657
-3,58279971;0,00000000;-1,68005657
-3,58259971;0,00000000;-1,66289377
-3,58239971;0,00000000;-1,68005657
-3,58219971;0,00000000;-1,68005657
-3,58199971;0,00000000;-1,68005657
-3,58179971;0,00000000;-1,68005657
-3,58159971;0,00000000;-1,68005657
-3,58139971;0,00000000;-1,68005657
-3,58119971;0,00000000;-1,68005657
-3,58099971;0,00000000;-1,68005657
-3,58079971;0,04306102;-1,68005657
-3,58059971;0,00000000;-1,66289377
-3,58039971;0,04306102;-1,68005657
-3,58019971;0,00000000;-1,68005657
-3,57999971;0,00000000;-1,68005657
-3,57979971;0,00000000;-1,68005657
-3,57959971;0,00000000;-1,68005657
-3,57939971;0,04306102;-1,68005657
-3,57919971;0,00000000;-1,68005657
-3,57899971;0,00000000;-1,68005657
-3,57879971;0,00000000;-1,68005657
-3,57859971;0,00000000;-1,68005657
-3,57839971;0,00000000;-1,68005657
-3,57819971;0,04306102;-1,68005657
-3,57799971;0,00000000;-1,68005657
-3,57779971;0,00000000;-1,68005657
