Time;Channel A;Channel B
(ms);(V);(V)

-3,60021647;0,00000000;-1,69721949
-3,60001647;0,00000000;-1,69721949
-3,59981647;0,00000000;-1,69721949
-3,59961647;0,04306102;-1,69721949
-3,59941647;0,04306102;-1,69721949
-3,59921647;0,00000000;-1,69721949
-3,59901647;0,00000000;-1,69721949
-3,59881647;0,00000000;-1,69721949
-3,59861647;0,00000000;-1,69721949
-3,59841647;0,00000000;-1,69721949
-3,59821647;0,04306102;-1,69721949
-3,59801647;0,04306102;-1,69721949
-3,59781647;0,00000000;-1,69721949
-3,59761647;0,00000000;-1,69721949
-3,59741647;0,00000000;-1,69721949
-3,59721647;0,00000000;-1,69721949
-3,59701647;-0,04306102;-1,69721949
-3,59681647;0,00000000;-1,69721949
-3,59661647;0,04306102;-1,69721949
-3,59641647;0,00000000;-1,69721949
-3,59621647;0,04306102;-1,69721949
-3,59601647;0,00000000;-1,69721949
-3,59581647;0,00000000;-1,69721949
-3,59561647;0,00000000;-1,69721949
-3,59541647;0,00000000;-1,69721949
-3,59521647;0,00000000;-1,69721949
-3,59501647;0,00000000;-1,69721949
-3,59481647;0,00000000;-1,69721949
-3,59461647;0,00000000;-1,69721949
-3,59441647;0,04306102;-1,69721949
-3,59421647;0,00000000;-1,69721949
-3,59401647;0,00000000;-1,69721949
-3,59381647;0,00000000;-1,69721949
-3,59361647;0,00000000;-1,69721949
-3,59341647;0,00000000;-1,69721949
-3,59321647;0,00000000;-1,69721949
-3,59301647;0,04306102;-1,69721949
-3,59281647;0,00000000;-1,69721949
-3,59261647;0,00000000;-1,69721949
-3,59241647;0,00000000;-1,69721949
-3,59221647;0,04306102;-1,69721949
-3,59201647;-0,04306102;-1,69721949
-3,59181647;0,04306102;-1,69721949
-3,59161647;0,00000000;-1,69721949
-3,59141647;0,04306102;-1,69721949
-3,59121647;0,00000000;-1,69721949
-3,59101647;0,04306102;-1,69721949
-3,59081647;0,00000000;-1,69721949
-3,59061647;-0,04306102;-1,69721949
-3,59041647;0,00000000;-1,69721949
-3,59021647;0,00000000;-1,71432090
-3,59001647;-0,04306102;-1,69721949
-3,58981647;0,00000000;-1,69721949
-3,58961647;0,00000000;-1,69721949
-3,58941647;0,00000000;-1,69721949
-3,58921647;0,04306102;-1,69721949
-3,58901647;0,00000000;-1,69721949
-3,58881647;-0,04306102;-1,69721949
-3,58861647;0,04306102;-1,69721949
-3,58841647;0,00000000;-1,69721949
-3,58821647;0,00000000;-1,69721949
-3,58801647;0,00000000;-1,69721949
-3,58781647;0,00000000;-1,69721949
-3,58761647;0,00000000;-1,69721949
-3,58741647;0,00000000;-1,69721949
-3,58721647;0,00000000;-1,69721949
-3,58701647;-0,04306102;-1,69721949
-3,58681647;0,04306102;-1,69721949
-3,58661647;0,00000000;-1,69721949
-3,58641647;0,00000000;-1,69721949
-3,58621647;0,00000000;-1,69721949
-3,58601647;-0,04306102;-1,69721949
-3,58581647;0,04306102;-1,69721949
-3,58561647;0,00000000;-1,69721949
-3,58541647;0,00000000;-1,69721949
-3,58521647;0,00000000;-1,69721949
-3,58501647;-0,04306102;-1,69721949
-3,58481647;0,04306102;-1,69721949
-3,58461647;0,04306102;-1,69721949
-3,58441647;0,00000000;-1,69721949
-3,58421647;-0,04306102;-1,69721949
-3,58401647;0,00000000;-1,69721949
-3,58381647;0,00000000;-1,69721949
-3,58361647;0,00000000;-1,69721949
-3,58341647;-0,04306102;-1,69721949
-3,58321647;0,00000000;-1,69721949
-3,58301647;0,00000000;-1,69721949
-3,58281647;0,00000000;-1,69721949
-3,58261647;0,00000000;-1,69721949
-3,58241647;0,00000000;-1,69721949
-3,58221647;0,00000000;-1,69721949
-3,58201647;0,00000000;-1,69721949
-3,58181647;0,00000000;-1,69721949
-3,58161647;0,04306102;-1,69721949
-3,58141647;0,00000000;-1,69721949
-3,58121647;0,00000000;-1,69721949
-3,58101647;0,00000000;-1,69721949
-3,58081647;-0,04306102;-1,69721949
-3,58061647;0,00000000;-1,69721949
-3,58041647;0,00000000;-1,69721949
-3,58021647;0,00000000;-1,69721949
-3,58001647;0,00000000;-1,69721949
-3,57981647;0,00000000;-1,69721949
-3,57961647;0,00000000;-1,69721949
-3,57941647;0,00000000;-1,69721949
-3,57921647;0,00000000;-1,69721949
-3,57901647;0,00000000;-1,69721949
-3,57881647;0,00000000;-1,69721949
-3,57861647;0,00000000;-1,69721949
-3,57841647;0,00000000;-1,69721949
-3,57821647;0,00000000;-1,69721949
-3,57801647;0,00000000;-1,69721949
-3,57781647;0,04306102;-1,69721949
